Model,Model_Params,Cost_Matrix_Value,Optimizer,Optimizer_Params,Accuracy,Precision,Recall,F1-score,MCC,Avg_ROI,TP_positions,total_positions,positive_positions
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.15,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.15,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.2,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.2,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.3,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.3,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.3,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.4,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.05,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.05,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.1,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.15,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.15,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.2,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.2,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.2,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.3,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.3,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.4,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.4,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.4,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 32}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.05,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.05,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.1,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.1,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.2,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.3,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.3,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.3,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.4,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.4,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",1.627659574,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 64}",1.627659574,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.05,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.05,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.15,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.15,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.2,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.2,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.3,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.3,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.3,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.05,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.2,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.3,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.3,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.4,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.4,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.05,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.05,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.1,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.15,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.2,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.2,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.3,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.3,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.3,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.4,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.4,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.05,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.05,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.05,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.1,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.1,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.15,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.15,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.2,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.2,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.2,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.3,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.3,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.3,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.4,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.4,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 128}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 32}",0.15,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 32}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 32}",0.2,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 32}",0.2,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 32}",0.3,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 32}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 32}",0.4,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 32}",0.4,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 32}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 32}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.05,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.1,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.1,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.15,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.2,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.2,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.2,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.3,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.3,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.4,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.4,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",1.627659574,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.05,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.05,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.15,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.2,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.2,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.2,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.3,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.3,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.4,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.4,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.4,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 4}",0.3,RMSprop,{'lr': 0.01},0.315789474,0.21037464,0.532846715,0.301652893,-0.229779132,-5.80E-06,73,347,150
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.2,Adam,{'lr': 0.001},0.536437247,0.222891566,0.270072993,0.244224422,-0.086504526,-1.84E-05,37,166,72
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 4}",0.1,Adam,{'lr': 0.01},0.366396761,0.212418301,0.474452555,0.293453725,-0.184979461,-4.41E-05,65,306,132
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.2,Adam,{'lr': 0.001},0.477732794,0.192893401,0.277372263,0.22754491,-0.15360578,-5.43E-05,38,197,85
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 2}",0.15,RMSprop,{'lr': 0.01},0.489878543,0.18579235,0.248175182,0.2125,-0.156843986,-8.33E-05,34,183,83
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 3}",0.05,Adam,{'lr': 0.01},0.277327935,0.191011236,0.496350365,0.275862069,-0.309679771,-0.000100831,68,356,150
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 2}",0.05,Adam,{'lr': 0.01},0.350202429,0.205128205,0.467153285,0.285077951,-0.211159067,-0.000101602,64,312,138
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 2}",0.3,RMSprop,{'lr': 0.01},0.358299595,0.201986755,0.445255474,0.277904328,-0.211065783,-0.000131771,61,302,130
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 3}",0.4,RMSprop,{'lr': 0.001},0.706477733,0.166666667,0.01459854,0.026845638,-0.039002757,-0.000133164,2,12,5
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 3}",0.4,RMSprop,{'lr': 0.001},0.641700405,0.26744186,0.167883212,0.206278027,-0.010138544,-0.000138275,23,86,32
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 4}",0.2,RMSprop,{'lr': 0.01},0.287449393,0.200557103,0.525547445,0.290322581,-0.279646344,-0.000162198,72,359,152
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.1,Adam,{'lr': 0.01},0.4048583,0.184738956,0.335766423,0.238341969,-0.208501165,-0.000171218,46,249,114
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 2}",0.1,Adam,{'lr': 0.01},0.55465587,0.213793103,0.226277372,0.219858156,-0.091477804,-0.000190026,31,145,69
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.2,Adam,{'lr': 0.001},0.637651822,0.181818182,0.087591241,0.118226601,-0.083778073,-0.000199736,12,66,29
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.15,Adam,{'lr': 0.01},0.629554656,0.226190476,0.138686131,0.171945701,-0.051703437,-0.000209621,19,84,38
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.2,Adam,{'lr': 0.001},0.627530364,0.194805195,0.109489051,0.140186916,-0.079210642,-0.000237972,15,77,33
