Model,Model_Params,Cost_Matrix_Value,Optimizer,Optimizer_Params,Accuracy,Precision,Recall,F1-score,MCC,Avg_ROI,TP_positions,total_positions,positive_positions
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.05,RMSprop,{'lr': 0.001},0.70242915,0.222222222,0.02919708,0.051612903,-0.023936572,-0.000245317,4,18,9
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 3}",0.1,Adam,{'lr': 0.001},0.319838057,0.202985075,0.496350365,0.288135593,-0.241043634,-0.000261943,68,335,153
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.2,Adam,{'lr': 0.01},0.372469636,0.200692042,0.423357664,0.272300469,-0.203252911,-0.000276779,58,289,126
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",0.4,RMSprop,{'lr': 0.01},0.384615385,0.177606178,0.335766423,0.232323232,-0.23385057,-0.000277964,46,259,119
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 4}",0.15,Adam,{'lr': 0.001},0.627530364,0.202531646,0.116788321,0.148148148,-0.072895733,-0.000285763,16,79,35
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 4}",0.2,RMSprop,{'lr': 0.01},0.198380567,0.198135198,0.620437956,0.300353357,-0.454453946,-0.00029494,85,429,192
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 2}",0.15,RMSprop,{'lr': 0.01},0.32388664,0.212827988,0.532846715,0.304166667,-0.217145333,-0.000299867,73,343,154
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.2,Adam,{'lr': 0.01},0.712550607,0.142857143,0.00729927,0.013888889,-0.036011819,-0.000319139,1,7,3
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.001},0.710526316,0.125,0.00729927,0.013793103,-0.0436555,-0.000350626,1,8,4
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 4}",0.4,Adam,{'lr': 0.001},0.534412955,0.214723926,0.255474453,0.233333333,-0.098132871,-0.000351102,35,163,72
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 4}",0.1,Adam,{'lr': 0.01},0.244939271,0.184491979,0.503649635,0.270058708,-0.36609513,-0.000358158,69,374,157
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 3}",0.15,RMSprop,{'lr': 0.01},0.261133603,0.198412698,0.547445255,0.291262136,-0.318207438,-0.000363708,75,378,176
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 4}",0.4,RMSprop,{'lr': 0.001},0.348178138,0.200647249,0.452554745,0.278026906,-0.221366512,-0.000399114,62,309,140
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 4}",0.4,Adam,{'lr': 0.01},0.455465587,0.210526316,0.350364964,0.263013699,-0.138148494,-0.000406287,48,228,106
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 2}",0.3,Adam,{'lr': 0.01},0.412955466,0.223826715,0.452554745,0.299516908,-0.135022537,-0.000413076,62,277,122
ComplexCNN,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.4,Adam,{'lr': 0.001},0.720647773,0,0,0,-0.027899904,-0.000433259,0,1,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 4}",0.4,RMSprop,{'lr': 0.01},0.340080972,0.183946488,0.401459854,0.252293578,-0.258292291,-0.000433733,55,299,124
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.15,Adam,{'lr': 0.001},0.714574899,0.166666667,0.00729927,0.013986014,-0.027409046,-0.000446442,1,6,3
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.01},0.593117409,0.159574468,0.109489051,0.12987013,-0.12750881,-0.000463292,15,94,50
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 2}",1.627659574,Adam,{'lr': 0.01},0.593117409,0.173469388,0.124087591,0.144680851,-0.115409151,-0.000477074,17,98,39
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.05,Adam,{'lr': 0.01},0.686234818,0.2,0.04379562,0.071856287,-0.043920837,-0.000508245,6,30,14
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.4,RMSprop,{'lr': 0.01},0.568825911,0.177966102,0.153284672,0.164705882,-0.124336671,-0.000517709,21,118,57
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 4}",0.05,RMSprop,{'lr': 0.01},0.546558704,0.204081633,0.218978102,0.211267606,-0.106490826,-0.000521269,30,147,62
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 3}",0.4,Adam,{'lr': 0.001},0.659919028,0.183673469,0.065693431,0.096774194,-0.069419117,-0.000569518,9,49,18
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.01},0.421052632,0.198380567,0.357664234,0.255208333,-0.176347869,-0.000628322,49,247,104
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.4,RMSprop,{'lr': 0.001},0.696356275,0.259259259,0.051094891,0.085365854,-0.009704705,-0.000712029,7,27,11
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 2}",0.1,RMSprop,{'lr': 0.01},0.435222672,0.148514851,0.218978102,0.17699115,-0.239318787,-0.000736161,30,202,84
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.2,RMSprop,{'lr': 0.01},0.354251012,0.172661871,0.350364964,0.231325301,-0.26523692,-0.00075787,48,278,120
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.05,Adam,{'lr': 0.01},0.696356275,0.217391304,0.03649635,0.0625,-0.029585462,-0.000785189,5,23,9
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 4}",0.3,RMSprop,{'lr': 0.01},0.706477733,0.375,0.087591241,0.142011834,0.057419172,-0.000828484,12,32,13
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 2}",0.1,Adam,{'lr': 0.01},0.497975709,0.2,0.270072993,0.229813665,-0.133652041,-0.000850941,37,185,72
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.4,RMSprop,{'lr': 0.001},0.696356275,0.217391304,0.03649635,0.0625,-0.029585462,-0.000860645,5,23,10
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.01},0.360323887,0.162264151,0.313868613,0.213930348,-0.276488076,-0.000897629,43,265,118
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 3}",0.2,RMSprop,{'lr': 0.01},0.358299595,0.185314685,0.386861314,0.250591017,-0.241009564,-0.000945393,53,286,114
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 2}",0.1,RMSprop,{'lr': 0.01},0.253036437,0.181318681,0.481751825,0.263473054,-0.358859682,-0.000965443,66,364,162
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 3}",0.2,RMSprop,{'lr': 0.001},0.293522267,0.203910615,0.532846715,0.294949495,-0.266074434,-0.000965846,73,358,146
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.15,Adam,{'lr': 0.001},0.720647773,0.4,0.01459854,0.028169014,0.027708231,-0.000968248,2,5,2
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 2}",0.4,Adam,{'lr': 0.001},0.48582996,0.235294118,0.379562044,0.290502793,-0.084478502,-0.000974959,52,221,91
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 4}",0.15,Adam,{'lr': 0.01},0.629554656,0.205128205,0.116788321,0.148837209,-0.069834297,-0.000990823,16,78,32
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",0.1,Adam,{'lr': 0.001},0.625506073,0.207317073,0.124087591,0.155251142,-0.069768004,-0.001007666,17,82,37
ResNet,{},0.3,Adam,{'lr': 0.001},0.70242915,0.222222222,0.02919708,0.051612903,-0.023936572,-0.001044014,4,18,6
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.001},0.601214575,0.222222222,0.175182482,0.195918367,-0.065109957,-0.001070865,24,108,48
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 3}",0.05,Adam,{'lr': 0.01},0.506072874,0.241545894,0.364963504,0.290697674,-0.06788001,-0.00113382,50,207,87
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 3}",0.3,RMSprop,{'lr': 0.01},0.63562753,0.197183099,0.102189781,0.134615385,-0.073344423,-0.001161237,14,71,29
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 32}",0.1,RMSprop,{'lr': 0.01},0.668016194,0.212765957,0.072992701,0.108695652,-0.046763235,-0.001213739,10,47,21
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 4}",0.2,Adam,{'lr': 0.01},0.489878543,0.202072539,0.284671533,0.236363636,-0.13460637,-0.001222168,39,193,94
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 4}",0.05,Adam,{'lr': 0.01},0.544534413,0.166666667,0.160583942,0.163568773,-0.149265996,-0.001245171,22,132,55
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.01},0.374493927,0.186131387,0.372262774,0.248175182,-0.2273395,-0.00125181,51,274,116
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",0.2,Adam,{'lr': 0.01},0.710526316,0.25,0.02189781,0.040268456,-0.009631778,-0.00125451,3,12,6
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 4}",0.3,RMSprop,{'lr': 0.01},0.372469636,0.173584906,0.335766423,0.228855721,-0.249285306,-0.001279399,46,265,113
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 2}",0.1,RMSprop,{'lr': 0.001},0.406882591,0.188,0.343065693,0.242894057,-0.201973757,-0.001295776,47,250,98
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.001},0.674089069,0.166666667,0.04379562,0.069364162,-0.069302151,-0.001384889,6,36,12
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 2}",0.3,RMSprop,{'lr': 0.001},0.63562753,0.179104478,0.087591241,0.117647059,-0.086910298,-0.001386491,12,67,35
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 2}",0.1,RMSprop,{'lr': 0.01},0.655870445,0.220338983,0.094890511,0.132653061,-0.046881835,-0.001401435,13,59,27
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 3}",0.15,Adam,{'lr': 0.001},0.578947368,0.191304348,0.160583942,0.174603175,-0.105847212,-0.001407135,22,115,52
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 2}",0.15,RMSprop,{'lr': 0.001},0.641700405,0.1875,0.087591241,0.119402985,-0.077410475,-0.00147028,12,64,29
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.4,Adam,{'lr': 0.001},0.718623482,0,0,0,-0.039496501,-0.001511638,0,2,1
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 4}",0.4,RMSprop,{'lr': 0.01},0.358299595,0.180851064,0.372262774,0.243436754,-0.248549213,-0.001534229,51,282,121
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 2}",0.15,Adam,{'lr': 0.01},0.358299595,0.185314685,0.386861314,0.250591017,-0.241009564,-0.001557912,53,286,119
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.001},0.609311741,0.188888889,0.124087591,0.149779736,-0.093241055,-0.001569822,17,90,34
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.2,RMSprop,{'lr': 0.01},0.421052632,0.177489177,0.299270073,0.222826087,-0.209006524,-0.001600013,41,231,94
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 3}",0.4,RMSprop,{'lr': 0.01},0.457489879,0.195348837,0.306569343,0.238636364,-0.160750681,-0.001612369,42,215,90
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",0.1,RMSprop,{'lr': 0.01},0.597165992,0.237288136,0.204379562,0.219607843,-0.0501039,-0.001617377,28,118,48
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 2}",0.4,Adam,{'lr': 0.001},0.690283401,0.214285714,0.04379562,0.072727273,-0.034518357,-0.001644412,6,28,8
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 2}",0.2,Adam,{'lr': 0.01},0.603238866,0.152941176,0.094890511,0.117117117,-0.126664385,-0.001660636,13,85,35
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 2}",0.1,Adam,{'lr': 0.01},0.455465587,0.188679245,0.291970803,0.229226361,-0.171691287,-0.001688251,40,212,76
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 3}",0.4,RMSprop,{'lr': 0.01},0.37854251,0.162698413,0.299270073,0.210796915,-0.261289302,-0.001696307,41,252,110
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 4}",0.3,RMSprop,{'lr': 0.01},0.506072874,0.167701863,0.197080292,0.181208054,-0.170269645,-0.001706638,27,161,69
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 2}",0.05,RMSprop,{'lr': 0.001},0.477732794,0.162011173,0.211678832,0.183544304,-0.194176306,-0.001794195,29,179,65
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 4}",0.05,RMSprop,{'lr': 0.01},0.520242915,0.222222222,0.291970803,0.252365931,-0.093196717,-0.001822009,40,180,73
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 4}",0.4,Adam,{'lr': 0.01},0.44534413,0.141361257,0.197080292,0.164634146,-0.241135091,-0.001826161,27,191,75
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 4}",0.4,RMSprop,{'lr': 0.001},0.659919028,0.196078431,0.072992701,0.106382979,-0.061579548,-0.001864107,10,51,18
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 3}",0.3,Adam,{'lr': 0.001},0.585020243,0.16,0.116788321,0.135021097,-0.132034028,-0.001876957,16,100,42
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 3}",0.3,RMSprop,{'lr': 0.001},0.578947368,0.191304348,0.160583942,0.174603175,-0.105847212,-0.001937253,22,115,46
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 3}",0.3,RMSprop,{'lr': 0.001},0.37854251,0.16,0.291970803,0.206718346,-0.26528279,-0.001947359,40,250,102
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.3,RMSprop,{'lr': 0.001},0.706477733,0.25,0.02919708,0.052287582,-0.011168258,-0.001984579,4,16,5
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 4}",0.4,Adam,{'lr': 0.01},0.263157895,0.16119403,0.394160584,0.228813559,-0.376543738,-0.001992674,54,335,130
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.15,Adam,{'lr': 0.01},0.659919028,0.253968254,0.116788321,0.16,-0.019949458,-0.001996928,16,63,26
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 4}",0.05,Adam,{'lr': 0.001},0.690283401,0.25,0.058394161,0.094674556,-0.016065468,-0.002055588,8,32,10
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 3}",0.05,Adam,{'lr': 0.01},0.651821862,0.169811321,0.065693431,0.094736842,-0.083258154,-0.0020673,9,53,21
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.15,Adam,{'lr': 0.001},0.718623482,0,0,0,-0.039496501,-0.002084903,0,2,1
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.3,Adam,{'lr': 0.01},0.465587045,0.180904523,0.262773723,0.214285714,-0.176901121,-0.002090292,36,199,85
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 4}",0.3,RMSprop,{'lr': 0.001},0.613360324,0.186046512,0.116788321,0.143497758,-0.093612557,-0.002100451,16,86,41
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.001},0.694331984,0.111111111,0.01459854,0.025806452,-0.072200518,-0.002132997,2,18,6
ResNet,{},0.05,Adam,{'lr': 0.001},0.714574899,0.333333333,0.02919708,0.053691275,0.0197392,-0.002163018,4,12,7
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.1,RMSprop,{'lr': 0.001},0.451417004,0.171568627,0.255474453,0.205278592,-0.198137757,-0.002168934,35,204,87
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.1,Adam,{'lr': 0.01},0.696356275,0.290322581,0.065693431,0.107142857,0.00751082,-0.002214639,9,31,12
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 2}",0.05,RMSprop,{'lr': 0.01},0.663967611,0.162790698,0.051094891,0.077777778,-0.078999659,-0.002232839,7,43,21
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 4}",0.15,RMSprop,{'lr': 0.01},0.670040486,0.138888889,0.03649635,0.057803468,-0.086698117,-0.002245316,5,36,13
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 4}",0.05,Adam,{'lr': 0.001},0.63562753,0.220779221,0.124087591,0.158878505,-0.054279099,-0.002250742,17,77,33
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.4,Adam,{'lr': 0.01},0.690283401,0.192307692,0.03649635,0.061349693,-0.044762944,-0.002254334,5,26,9
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 4}",0.1,Adam,{'lr': 0.01},0.196356275,0.166666667,0.474452555,0.246679317,-0.478678405,-0.002255447,65,390,163
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 3}",0.1,RMSprop,{'lr': 0.001},0.629554656,0.180555556,0.094890511,0.124401914,-0.089288186,-0.002265106,13,72,23
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 2}",0.05,RMSprop,{'lr': 0.01},0.562753036,0.178861789,0.160583942,0.169230769,-0.12664414,-0.002280071,22,123,52
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 3}",0.1,Adam,{'lr': 0.01},0.637651822,0.137931034,0.058394161,0.082051282,-0.113568118,-0.00230645,8,58,27
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 2}",0.15,RMSprop,{'lr': 0.001},0.720647773,0.333333333,0.00729927,0.014285714,0.009778727,-0.002306479,1,3,1
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.4,RMSprop,{'lr': 0.01},0.714574899,0.3,0.02189781,0.040816327,0.00727949,-0.002313233,3,10,5
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.1,Adam,{'lr': 0.01},0.437246964,0.162679426,0.248175182,0.196531792,-0.21930659,-0.002323033,34,209,90
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 2}",0.2,Adam,{'lr': 0.001},0.439271255,0.166666667,0.255474453,0.201729107,-0.212558599,-0.002391281,35,210,79
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.05,Adam,{'lr': 0.01},0.627530364,0.202531646,0.116788321,0.148148148,-0.072895733,-0.002391933,16,79,28
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 3}",0.15,Adam,{'lr': 0.001},0.698380567,0.071428571,0.00729927,0.013245033,-0.078547246,-0.002400736,1,14,6
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 3}",0.05,Adam,{'lr': 0.01},0.649797571,0.166666667,0.065693431,0.094240838,-0.086596182,-0.002473528,9,54,21
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 2}",0.2,Adam,{'lr': 0.01},0.479757085,0.193877551,0.277372263,0.228228228,-0.151175287,-0.00248607,38,196,72
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.1,Adam,{'lr': 0.01},0.70242915,0.083333333,0.00729927,0.013422819,-0.068373735,-0.002491244,1,12,5
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 2}",0.1,Adam,{'lr': 0.01},0.232793522,0.152298851,0.386861314,0.218556701,-0.431178208,-0.002513229,53,348,144
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 2}",0.3,RMSprop,{'lr': 0.01},0.313765182,0.169934641,0.379562044,0.23476298,-0.306049386,-0.002537054,52,306,124
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 4}",0.15,RMSprop,{'lr': 0.01},0.688259109,0.130434783,0.02189781,0.0375,-0.072508275,-0.002562375,3,23,10
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.3,Adam,{'lr': 0.01},0.362348178,0.167910448,0.328467153,0.222222222,-0.266153678,-0.002611416,45,268,104
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.05,Adam,{'lr': 0.01},0.70242915,0.25,0.03649635,0.063694268,-0.012539066,-0.00263426,5,20,6
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 4}",0.2,RMSprop,{'lr': 0.01},0.54048583,0.159090909,0.153284672,0.156133829,-0.159484593,-0.002648634,21,132,55
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 4}",0.3,RMSprop,{'lr': 0.01},0.372469636,0.168582375,0.321167883,0.221105528,-0.25709071,-0.002668413,44,261,113
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.01},0.340080972,0.173010381,0.364963504,0.234741784,-0.276669921,-0.002747667,50,289,120
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.3,RMSprop,{'lr': 0.01},0.421052632,0.156682028,0.248175182,0.192090395,-0.238525676,-0.002761418,34,217,83
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 2}",0.3,RMSprop,{'lr': 0.001},0.71659919,0.2,0.00729927,0.014084507,-0.017466245,-0.002763095,1,5,2
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 2}",0.4,RMSprop,{'lr': 0.01},0.578947368,0.141414141,0.102189781,0.118644068,-0.151990044,-0.002774449,14,99,41
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.2,Adam,{'lr': 0.01},0.619433198,0.185185185,0.109489051,0.137614679,-0.091150952,-0.002822364,15,81,30
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 3}",0.1,Adam,{'lr': 0.01},0.305668016,0.137323944,0.284671533,0.185273159,-0.363682579,-0.002830545,39,284,109
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 4}",0.15,Adam,{'lr': 0.01},0.36437247,0.16091954,0.306569343,0.211055276,-0.275206794,-0.002845618,42,261,99
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 2}",0.4,RMSprop,{'lr': 0.01},0.313765182,0.161073826,0.350364964,0.220689655,-0.320199735,-0.002871565,48,298,116
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 3}",0.1,RMSprop,{'lr': 0.01},0.340080972,0.158844765,0.321167883,0.212560386,-0.299019313,-0.002875198,44,277,103
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 3}",0.1,Adam,{'lr': 0.01},0.493927126,0.130718954,0.145985401,0.137931034,-0.219362132,-0.003037337,20,153,54
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.01},0.5951417,0.120481928,0.072992701,0.090909091,-0.157443292,-0.003159203,10,83,33
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 4}",0.15,RMSprop,{'lr': 0.01},0.281376518,0.155063291,0.357664234,0.216335541,-0.363887373,-0.003165397,49,316,123
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 2}",0.1,Adam,{'lr': 0.01},0.546558704,0.12173913,0.102189781,0.111111111,-0.19144332,-0.003178917,14,115,48
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 4}",0.3,Adam,{'lr': 0.01},0.255060729,0.146788991,0.350364964,0.206896552,-0.408026429,-0.003188573,48,327,130
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 3}",0.2,RMSprop,{'lr': 0.001},0.400809717,0.172839506,0.306569343,0.221052632,-0.229650308,-0.003190093,42,243,92
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 2}",0.3,Adam,{'lr': 0.01},0.568825911,0.198412698,0.182481752,0.190114068,-0.103146569,-0.003237379,25,126,48
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.2,Adam,{'lr': 0.01},0.633603239,0.202702703,0.109489051,0.142180095,-0.069969613,-0.003240396,15,74,27
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 2}",0.4,RMSprop,{'lr': 0.01},0.388663968,0.145922747,0.248175182,0.183783784,-0.277333784,-0.003246073,34,233,93
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 2}",0.05,RMSprop,{'lr': 0.01},0.402834008,0.123809524,0.189781022,0.149855908,-0.294878767,-0.003332815,26,210,83
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.3,Adam,{'lr': 0.01},0.71659919,0,0,0,-0.048422372,-0.003336747,0,3,1
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 3}",0.3,RMSprop,{'lr': 0.01},0.574898785,0.171171171,0.138686131,0.153225806,-0.127656323,-0.003338467,19,111,44
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 2}",0.2,RMSprop,{'lr': 0.01},0.668016194,0.135135135,0.03649635,0.057471264,-0.09037596,-0.003354044,5,37,18
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 4}",0.1,Adam,{'lr': 0.01},0.694331984,0.15,0.02189781,0.038216561,-0.058422761,-0.003376053,3,20,6
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 2}",0.15,Adam,{'lr': 0.01},0.230769231,0.145772595,0.364963504,0.208333333,-0.442893826,-0.00339238,50,343,138
